lat,lon,year,wheat_type,yield_wheat,temperature,precipitation,soil_water,solar_radiation,potential_evaporation,temperature_Jan,temperature_Feb,temperature_Mar,temperature_Apr,temperature_May,temperature_Jun,temperature_Jul,temperature_Nov,temperature_Dec,precipitation_Jan,precipitation_Feb,precipitation_Mar,precipitation_Apr,precipitation_May,precipitation_Jun,precipitation_Jul,precipitation_Nov,precipitation_Dec,soil_water_Jan,soil_water_Feb,soil_water_Mar,soil_water_Apr,soil_water_May,soil_water_Jun,soil_water_Jul,soil_water_Nov,soil_water_Dec,solar_radiation_Jan,solar_radiation_Feb,solar_radiation_Mar,solar_radiation_Apr,solar_radiation_May,solar_radiation_Jun,solar_radiation_Jul,solar_radiation_Nov,solar_radiation_Dec,potential_evaporation_Jan,potential_evaporation_Feb,potential_evaporation_Mar,potential_evaporation_Apr,potential_evaporation_May,potential_evaporation_Jun,potential_evaporation_Jul,potential_evaporation_Nov,potential_evaporation_Dec
43.75,11.75,1987,spring,5.043943,12.62884165726456,333.1369322538376,0.3237991060306823,2599375404.0,904.9915363788604,,,2.731527,9.470067,12.212834,17.072948,21.698294,,,,,58.9912223815918,79.80428695678711,90.1362407207489,49.795053005218506,54.41012918949127,,,,,0.36657774,0.37201235,0.3522003,0.30195555,0.22710022,,,,,379430390.0,475165920.0,529499840.0,588142620.0,627136634.0,,,,,103.15800213813782,149.39579486846924,172.48004245758057,218.1176805496216,261.84001636505127,,
43.75,11.75,1987,winter,3.818123,6.8270469958131965,621.3503212928772,0.3626635067226473,2585964497.5,783.3881878852844,0.31174195,2.989142,2.731527,9.470067,12.212834,17.072948,,7.302861,2.5849643,139.589430809021,76.69412517547607,58.9912223815918,79.80428695678711,90.1362407207489,49.795053005218506,,66.34047031402588,59.999491930007935,0.39140627,0.40014282,0.36657774,0.37201235,0.3522003,0.30195555,,0.35482484,0.3639056,118241889.5,175222278.0,379430390.0,475165920.0,529499840.0,588142620.0,,173233365.0,147028195.0,24.92003166675568,35.96492528915405,103.15800213813782,149.39579486846924,172.48004245758057,218.1176805496216,,48.73826265335083,30.61344826221466
43.75,11.75,1988,spring,3.9346986,13.656981801675036,434.8400934040546,0.3499119323647879,2442370637.0,827.3104033470154,,,5.5106235,9.9200945,14.1503315,16.443323,22.229874,,,,,81.93032836914062,99.50912475585938,125.43707180023192,120.41574954986572,7.5478189289569855,,,,,0.38919067,0.3795209,0.38811344,0.36337832,0.23074587,,,,,363875551.0,399565830.0,481161726.0,541112820.0,656654710.0,,,,,110.59272527694702,121.65741920471191,148.60828399658203,175.1568603515625,271.2951145172119,,
43.75,11.75,1988,winter,3.725099,8.353784790745488,801.1218795776367,0.3826903137895796,2424974224.75,720.5032639503479,5.093883,3.7624745,5.5106235,9.9200945,14.1503315,16.443323,,7.2327995,4.695853,63.83931088447571,85.11593866348267,81.93032836914062,99.50912475585938,125.43707180023192,120.41574954986572,,142.12617874145508,82.74817681312561,0.37893558,0.38802674,0.38919067,0.3795209,0.38811344,0.36337832,,0.3868872,0.38722414,137524199.5,224335503.0,363875551.0,399565830.0,481161726.0,541112820.0,,157180200.0,120218395.25,33.47476851940155,62.61147475242615,110.59272527694702,121.65741920471191,148.60828399658203,175.1568603515625,,43.68141174316406,24.720320105552677
43.75,11.75,1989,spring,3.7690163,13.702559016109293,490.9583644866944,0.3559382372821857,2534153354.0,854.5378541946411,,,8.992296,9.59902,13.435549,16.349644,20.089304,,,,,50.51288604736328,146.72252655029297,80.08092880249023,67.47326374053955,146.1687593460083,,,,,0.36986697,0.39098206,0.33944947,0.3325122,0.34725526,,,,,406645290.0,405582420.0,580186948.0,564900120.0,576838576.0,,,,,123.09639406204224,129.40109252929688,198.55926370620728,197.19861030578613,206.2824935913086,,
43.75,11.75,1989,winter,3.4315882,7.888217686621611,513.4201477468014,0.352088048068945,2715599507.5,808.5526231527328,2.3181481,4.986697,8.992296,9.59902,13.435549,16.349644,,4.1661925,3.1854737,7.302466243505478,62.42876529693604,50.51288604736328,146.72252655029297,80.08092880249023,67.47326374053955,,70.36943435668945,28.52987670898437,0.33077085,0.3306543,0.36986697,0.39098206,0.33944947,0.3325122,,0.3585413,0.36268434,195738200.5,230824300.0,406645290.0,405582420.0,580186948.0,564900120.0,,169215300.0,162506929.0,31.87907898426056,52.6107702255249,123.09639406204224,129.40109252929688,198.55926370620728,197.19861030578613,,43.39822769165039,32.40918564796448
43.75,11.75,1990,spring,4.0608673,14.06172697528515,374.8483866453171,0.317644075630537,2601414521.0,915.0507457256316,,,8.209186,8.742725,14.665835,17.813631,20.826706,,,,,65.55552506446838,139.4370174407959,48.12486171722412,61.42385959625244,60.30712282657623,,,,,0.34475097,0.39286742,0.30913574,0.30657655,0.23695925,,,,,388584349.0,433569900.0,582349322.0,569116620.0,627794330.0,,,,,117.28712391853333,131.81118965148926,193.81198072433472,213.98250102996823,258.1579504013061,,
43.75,11.75,1990,winter,3.9336793,8.646903681360985,503.175528049469,0.3548740016773712,2685408335.0,822.2402909994125,2.7019265,6.9028726,8.209186,8.742725,14.665835,17.813631,,5.7874107,4.3894153,25.66838276386261,32.48679828643799,65.55552506446838,139.4370174407959,48.12486171722412,61.42385959625244,,89.74552631378174,40.73355686664581,0.3643048,0.36683714,0.34475097,0.39286742,0.30913574,0.30657655,,0.37684634,0.37920716,168547403.0,234015684.0,388584349.0,433569900.0,582349322.0,569116620.0,,179726835.0,129498222.0,27.80128538608551,64.88045692443848,117.28712391853333,131.81118965148926,193.81198072433472,213.98250102996823,,46.35897874832153,26.30677461624145
43.75,11.75,1991,spring,4.9149885,13.28021685905706,450.0046348571777,0.3268723551159591,2496366477.0,856.0912017822266,,,8.669017,7.746932,10.441959,17.274424,22.219105,,,,,29.375847816467285,123.99966716766356,190.41397953033447,61.22318029403687,44.99196004867554,,,,,0.35441104,0.37699524,0.3851019,0.30958983,0.20932312,,,,,360256456.0,436421130.0,472798205.0,588257640.0,638633046.0,,,,,114.46204900741576,122.49409675598145,141.21761846542358,212.8239727020264,265.0934648513794,,
43.75,11.75,1991,winter,4.428636,7.101720589251558,786.0179355144501,0.3709021086288878,2494875121.75,751.6632956266403,2.838981,1.4378529,8.669017,7.746932,10.441959,17.274424,,6.9668226,1.2342737,39.43121886253357,108.83844566345216,29.375847816467285,123.99966716766356,190.41397953033447,61.22318029403687,,115.5242371559143,117.21135902404784,0.37855038,0.38736632,0.35441104,0.37699524,0.3851019,0.30958983,,0.38219362,0.3931848,161109898.5,186066454.0,360256456.0,436421130.0,472798205.0,588257640.0,,174061275.0,115904063.25,35.937061071395874,41.00169277191162,114.46204900741576,122.49409675598145,141.21761846542358,212.8239727020264,,52.08043813705444,31.646366715431213
43.75,11.75,1992,spring,5.5281096,13.543515741435533,426.28725719451904,0.3405680305817548,2502361765.0,843.0062131881714,,,6.461049,9.789027,14.784227,16.200184,20.447678,,,,,84.73848533630371,125.6000518798828,54.0019588470459,110.6682586669922,51.278502464294434,,,,,0.34974793,0.38000426,0.33097595,0.35750914,0.2864215,,,,,358080907.0,440562660.0,583235240.0,518724660.0,601758298.0,,,,,101.054434299469,147.05763816833496,195.82106971740723,178.31069469451904,220.7623763084412,,
43.75,11.75,1992,winter,4.833735,7.613332817583908,668.1449439525604,0.36585147341583,2613324808.0,776.1554074287415,1.8295618,4.0335927,6.461049,9.789027,14.784227,16.200184,,6.5008726,1.38849,40.86778807640076,32.52430593967438,84.73848533630371,125.6000518798828,54.0019588470459,110.6682586669922,,197.2450590133667,22.499036192893985,0.37264952,0.37908936,0.34974793,0.38000426,0.33097595,0.35750914,,0.3961261,0.36272764,144322933.5,249977738.0,358080907.0,440562660.0,583235240.0,518724660.0,,152040120.0,166380549.5,23.78118574619293,56.88210129737854,101.054434299469,147.05763816833496,195.82106971740723,178.31069469451904,,40.06122350692749,33.18705999851227
43.75,11.75,1993,spring,5.2177396,13.90210122999802,312.0216910839081,0.304264832945431,2620551504.0,943.1276905536652,,,5.1837606,9.814537,15.235211,19.15506,20.15953,,,,,78.54328799247742,90.5516481399536,58.606987714767456,39.718945026397705,44.60082221031189,,,,,0.35468563,0.37272948,0.33056214,0.23073669,0.23244688,,,,,382379234.0,441893940.0,573140090.0,582873540.0,640264700.0,,,,,109.90183901786804,134.20758247375488,192.9952187538147,231.6379165649414,274.38513374328613,,
43.75,11.75,1993,winter,4.337422,8.515229294122744,502.9032590389252,0.3405824145994895,2679282182.75,844.2076042890549,2.8143506,2.5963097,5.1837606,9.814537,15.235211,19.15506,,9.018263,4.132904,18.278419375419617,6.70668637752533,78.54328799247742,90.5516481399536,58.606987714767456,39.718945026397705,,75.54277896881104,134.954505443573,0.3569647,0.3226471,0.35468563,0.37272948,0.33056214,0.23073669,,0.38251647,0.37092772,149063035.0,267747508.0,382379234.0,441893940.0,573140090.0,582873540.0,,162405075.0,119779760.75,31.282010078430176,66.4959545135498,109.90183901786804,134.20758247375488,192.9952187538147,231.6379165649414,,42.3865807056427,35.30050218105316
43.75,11.75,1994,spring,4.7877383,14.76970426397386,337.1914798915386,0.3105141367592843,2637727278.0,942.1525750160216,,,9.541389,8.499444,14.743724,18.389706,22.588766,,,,,9.779211848974228,150.602388381958,38.51874005794525,102.27129220962524,36.01984739303589,,,,,0.32651246,0.38800293,0.31128663,0.2909845,0.2376538,,,,,442231926.0,413021130.0,564402678.0,575474280.0,642597264.0,,,,,137.54983186721802,127.47536659240724,196.32055187225345,220.51920890808103,260.287615776062,,
43.75,11.75,1994,winter,4.273977,8.495927076694393,649.838883370161,0.3608389113806496,2604915713.0,835.9316831827164,3.6966026,2.8465028,9.541389,8.499444,14.743724,18.389706,,5.5725136,4.35578,80.22593235969543,36.869932651519775,9.779211848974228,150.602388381958,38.51874005794525,102.27129220962524,,117.26255178451538,114.30883407592772,0.39651734,0.37655577,0.32651246,0.38800293,0.31128663,0.2909845,,0.39524534,0.40286008,151364459.5,202012384.0,442231926.0,413021130.0,564402678.0,575474280.0,,134600385.0,121808470.5,37.035563349723816,49.203946590423584,137.54983186721802,127.47536659240724,196.32055187225345,220.51920890808103,,38.28149199485779,29.545722007751465
43.75,11.75,1995,spring,3.8926532,13.138765123155382,393.68915462493896,0.341544101635615,2526489106.0,871.2483813762665,,,4.7554703,9.193666,13.410643,16.244637,22.062338,,,,,96.75481534004211,57.95720815658569,102.11353158950806,100.77514171600342,36.08845782279968,,,,,0.38528442,0.36935362,0.36468992,0.3355438,0.25355226,,,,,356683272.0,441051780.0,514418898.0,574251000.0,640084156.0,,,,,115.05617260932922,133.69853496551514,169.1810212135315,197.29994773864743,256.0127048492432,,
43.75,11.75,1995,winter,3.8040314,8.126346388631616,649.6220061779022,0.3704816330809238,2547290929.5,786.4138919115067,1.9749562,5.8389926,4.7554703,9.193666,13.410643,16.244637,,9.189366,4.5122843,68.25660157203674,106.9373607635498,96.75481534004211,57.95720815658569,102.11353158950806,100.77514171600342,,54.24681544303894,62.58053159713745,0.38784176,0.39285403,0.38528442,0.36935362,0.36468992,0.3355438,,0.36332887,0.36572754,152733621.0,216918310.0,356683272.0,441051780.0,514418898.0,574251000.0,,171149085.0,120084963.5,49.63048481941223,53.41559505462647,115.05617260932922,133.69853496551514,169.1810212135315,197.29994773864743,,41.60811424255371,26.52402126789093
43.75,11.75,1996,spring,5.1550097,13.28776883455663,386.299458861351,0.330991339449789,2515897726.0,879.1933162212372,,,4.527045,10.153977,13.655047,18.465343,19.70336,,,,,42.88928282260895,112.41627216339111,109.54738998413086,57.97954559326172,63.46696829795837,,,,,0.36986572,0.36835328,0.36656067,0.2726825,0.27681884,,,,,331825054.0,418682160.0,543510228.0,599919720.0,621960564.0,,,,,89.76768231391907,131.17393970489502,179.72645092010498,230.8647108078003,247.66053247451785,,
43.75,11.75,1996,winter,4.6449366,7.848109085864,686.1719866991043,0.3632008024939784,2535000542.5,790.5404500365257,4.3085938,1.4893714,4.527045,10.153977,13.655047,18.465343,,6.2970495,3.845044,61.50413203239441,90.69732189178468,42.88928282260895,112.41627216339111,109.54738998413086,57.97954559326172,,40.7399046421051,170.3981375694275,0.38211304,0.395921,0.36986572,0.36835328,0.36656067,0.2726825,,0.3586316,0.39068848,131561365.0,225113819.5,331825054.0,418682160.0,543510228.0,599919720.0,,188765565.0,95622631.0,31.311426162719727,50.83169746398926,89.76768231391907,131.17393970489502,179.72645092010498,230.8647108078003,,54.01241183280945,22.852130830287933
43.75,11.75,1997,spring,4.16189,13.654689502092747,389.8164157867432,0.3270256357644898,2700123460.0,951.0384368896484,,,7.832035,7.187377,14.521133,18.289883,20.383919,,,,,47.36617064476013,131.39225006103516,58.232937812805176,99.41609859466551,53.40895867347717,,,,,0.3475873,0.349635,0.34159547,0.32714048,0.26990297,,,,,441810016.0,467522310.0,601738086.0,556017300.0,633035748.0,,,,,138.3964385986328,147.54046440124512,210.2376708984375,208.1050443649292,246.7588186264038,,
43.75,11.75,1997,winter,3.9980888,8.558483879428264,758.412614107132,0.362095591943126,2725283654.5,871.9216322302818,4.110875,5.127816,7.832035,7.187377,14.521133,18.289883,,7.9311705,3.385032,85.86229801177979,64.71200847625732,47.36617064476013,131.39225006103516,58.232937812805176,99.41609859466551,,148.58365058898926,122.8471999168396,0.38595885,0.37076658,0.3475873,0.349635,0.34159547,0.32714048,,0.3806525,0.39333677,149907165.0,230718474.0,441810016.0,467522310.0,601738086.0,556017300.0,,162690240.0,114880063.5,28.85665208101273,63.09816646575928,138.3964385986328,147.54046440124512,210.2376708984375,208.1050443649292,,49.1842532157898,26.502942204475403
43.75,11.75,1998,spring,5.4939675,14.317614885716656,315.9547080397606,0.3090046860423742,2681146566.0,999.155652999878,,,5.5779886,9.64697,14.300387,19.458097,22.619787,,,,,67.26726031303406,137.6112699508667,60.2645914554596,35.269936323165894,15.541649997234344,,,,,0.37997252,0.38572878,0.33421507,0.27123046,0.17513305,,,,,377938856.0,460671210.0,561206020.0,621171840.0,660158640.0,,,,,117.74662828445436,154.7118043899536,187.8531985282898,239.0965175628662,299.747504234314,,
43.75,11.75,1998,winter,4.905532,8.81729314149904,702.2517652511597,0.3644274367281228,2701929883.0,867.9253256320953,3.9852161,5.271078,5.5779886,9.64697,14.300387,19.458097,,7.5871344,4.698624,53.67007446289063,46.22896194458008,67.26726031303406,137.6112699508667,60.2645914554596,35.269936323165894,,200.18264293670651,101.75702786445618,0.38336366,0.37603456,0.37997252,0.38572878,0.33421507,0.27123046,,0.39277282,0.39182004,151187635.5,255674552.0,377938856.0,460671210.0,561206020.0,621171840.0,,139483830.0,134595939.5,38.410606384277344,63.16746044158936,117.74662828445436,154.7118043899536,187.8531985282898,239.0965175628662,,37.73616671562195,29.202943325042725
43.75,11.75,1999,spring,4.831918,14.372652483921424,406.1748934984207,0.3332530328261306,2543097878.0,895.2937519550323,,,6.7972155,10.007364,15.939278,18.530897,20.58183,,,,,83.34821319580078,123.51651191711426,53.23861885070801,99.48904037475586,46.58250916004181,,,,,0.38029236,0.3914325,0.34228453,0.296911,0.25604922,,,,,382100606.0,421637100.0,540146852.0,601463880.0,597749440.0,,,,,115.53819727897644,131.99349403381348,179.0756459236145,218.7868452072144,249.8995695114136,,
43.75,11.75,1999,winter,4.524334,7.894913654682065,684.1050058603287,0.3700239678059727,2623463913.0,809.7836954593658,2.9650207,1.5511706,6.7972155,10.007364,15.939278,18.530897,,5.16056,1.9169276,54.094771027565,82.69894218444824,83.34821319580078,123.51651191711426,53.23861885070801,99.48904037475586,,108.94878387451172,78.7701244354248,0.38138855,0.39283386,0.38029236,0.3914325,0.34228453,0.296911,,0.38810974,0.38806215,174860258.5,212689120.0,382100606.0,421637100.0,540146852.0,601463880.0,,159038010.0,131528086.5,36.44147300720215,56.11101055145264,115.53819727897644,131.99349403381348,179.0756459236145,218.7868452072144,,48.19111704826355,23.645912408828732
43.75,11.75,2000,spring,5.3374243,14.675757666818456,345.0301966667176,0.3151178209025875,2636253987.0,966.04656291008,,,6.979585,11.10405,16.339535,19.352894,19.638384,,,,,87.93202996253967,105.63501834869383,36.67597389221192,66.41689538955688,48.37027907371521,,,,,0.36399233,0.3869641,0.3164465,0.27178225,0.2373236,,,,,382557949.0,431520570.0,570924272.0,613251480.0,637999716.0,,,,,113.5372531414032,139.80953693389893,196.407883644104,233.442964553833,282.8489246368408,,
43.75,11.75,2000,winter,4.7049785,8.536190228697695,690.2490414381027,0.3595826235818274,2680329954.25,851.746588408947,1.3069934,4.322897,6.979585,11.10405,16.339535,19.352894,,5.6998816,3.2521274,30.569220662117004,24.44652795791626,87.93202996253967,105.63501834869383,36.67597389221192,66.41689538955688,,199.5551633834839,139.01821184158325,0.36897156,0.36678952,0.36399233,0.3869641,0.3164465,0.27178225,,0.39926147,0.40224916,156375935.0,261068295.0,382557949.0,431520570.0,570924272.0,613251480.0,,142782210.0,121849243.25,29.6254318356514,64.71730017662048,113.5372531414032,139.80953693389893,196.407883644104,233.442964553833,,38.548879623413086,35.65733850002289
43.75,11.75,2001,spring,4.004328,14.540069742140426,475.0584449768066,0.3248002130806056,2548901084.0,929.8880500793456,,,9.358805,8.77867,15.354788,18.16016,20.978851,,,,,145.53360843658447,122.04154014587402,106.5673041343689,37.74469256401062,63.17129969596863,,,,,0.39235717,0.38676208,0.35718933,0.2643823,0.22335999,,,,,304842902.0,469497660.0,530616956.0,627951060.0,615992506.0,,,,,104.15138626098631,144.02286529541016,175.94593715667725,245.4940223693848,260.2738389968872,,
43.75,11.75,2001,winter,3.5531125,9.276420719367414,958.2775197029114,0.3700438406595513,2535602315.0,832.172805249691,4.2262363,3.619878,9.358805,8.77867,15.354788,18.16016,,8.523105,5.8885317,136.38301849365234,62.71781730651856,145.53360843658447,122.04154014587402,106.5673041343689,37.74469256401062,,232.9185390472412,114.37099957466124,0.40119934,0.37872988,0.39235717,0.38676208,0.35718933,0.2643823,,0.40243468,0.37631226,113656245.5,209243846.0,304842902.0,469497660.0,530616956.0,627951060.0,,157742910.0,122050735.5,30.647622287273407,53.971105098724365,104.15138626098631,144.02286529541016,175.94593715667725,245.4940223693848,,49.4679057598114,28.47196102142334
43.75,11.75,2002,spring,4.9611955,14.478995990129857,416.4669380784035,0.3317484581003002,2552176594.0,886.959951877594,,,8.125357,9.601656,14.38353,20.08312,20.224762,,,,,17.323780596256256,132.6593828201294,121.57235264778136,50.50270199775696,94.40872001647948,,,,,0.34360474,0.37422973,0.37417117,0.2910388,0.275755,,,,,409542178.0,423120420.0,526262014.0,610389300.0,582862682.0,,,,,130.6955738067627,129.88569259643555,167.92751169204712,229.33659553527832,229.1145782470703,,
43.75,11.75,2002,winter,4.5114913,8.247757071675348,601.2420279979706,0.3613331832668998,2649250435.0,827.982923746109,1.4975501,5.797376,8.125357,9.601656,14.38353,20.08312,,6.2271566,0.38945678,25.622024714946747,91.56122779846191,17.323780596256256,132.6593828201294,121.57235264778136,50.50270199775696,,89.59341287612915,72.40714454650879,0.38061404,0.3842792,0.34360474,0.37422973,0.37417117,0.2910388,,0.37469357,0.36883423,177505535.0,208514908.0,409542178.0,423120420.0,526262014.0,610389300.0,,165557790.0,128358290.0,29.890703201293945,56.25620746612549,130.6955738067627,129.88569259643555,167.92751169204712,229.33659553527832,,51.72891855239868,32.26172089576721
43.75,11.75,2003,spring,4.5763016,15.881019617217818,226.3598074913025,0.2726450296593647,2814142910.0,1073.5215454101562,,,6.7447777,9.006443,17.34018,22.84044,23.475994,,,,,36.96724486351013,83.74399423599243,24.8661847114563,59.66137647628784,21.121007204055783,,,,,0.3417407,0.35982054,0.2422229,0.2429297,0.17836486,,,,,439283950.0,479108730.0,618588260.0,630901560.0,646260410.0,,,,,129.18896770477295,155.19916534423828,235.5410614013672,254.8085117340088,298.78383922576904,,
43.75,11.75,2003,winter,3.8380768,9.126522475283991,645.8408720493317,0.3442391594333097,2774413858.5,937.1405359506608,1.8222132,0.1843323,6.7447777,9.006443,17.34018,22.84044,,9.595319,5.066735,101.1882700920105,41.59583520889282,36.96724486351013,83.74399423599243,24.8661847114563,59.66137647628784,,131.24038696289062,166.57757949829102,0.3989862,0.3754688,0.3417407,0.35982054,0.2422229,0.2429297,,0.39369446,0.40090212,134381249.0,239536304.0,439283950.0,479108730.0,618588260.0,630901560.0,,146237715.0,86376090.5,33.79035210609436,57.57150459289551,129.18896770477295,155.19916534423828,235.5410614013672,254.8085117340088,,46.36063814163208,24.68033492565155
43.75,11.75,2004,spring,5.288069,13.290187199910482,431.3173196315765,0.3305316425226872,2556901869.0,898.6818518638611,,,5.2601767,9.567762,12.113315,18.088718,21.455677,,,,,85.79515838623047,134.31053638458252,108.71847724914552,63.76688003540039,38.72626757621765,,,,,0.39121765,0.39061463,0.35678834,0.3053723,0.20979187,,,,,340494669.0,397204260.0,572184608.0,593810760.0,653207572.0,,,,,90.68965482711792,122.83381462097168,184.38149452209475,214.366192817688,286.4106950759888,,
